Company Name,Ticker,Next EPS Report Date ,# of Analysts in Q0 Consensus,Avg Volume,Q0 Consensus Est. (last completed fiscal Qtr),Market Cap ,Optionable,Earnings ESP,Zacks Rank
"Tribune Media Company","TRCO","20180307","3","842125.31",".5","3784.5","YES","","3"
"LendingTree, Inc.","TREE","20180222","3","190569.34",".86","4356.72","YES","","3"
"Trex Company, Inc.","TREX","20180221","5","239052.91",".54","3448.9","YES","","2"
"Targa Resources, Inc.","TRGP","20180216","9","1745534.75","-.03","11092.16","YES","0","3"
"Tabula Rasa Healthcare Inc.","TRHC","20180312","6","179494.34",".16","588.12","NO","-27.27","2"
"Thomson Reuters Corp","TRI","20180208","6","620098.13",".55","31016.9","YES","","2"
"TripAdvisor, Inc.","TRIP","20180214","11","2147290.75",".16","5074.6","YES","-50","2"
"Trimble Navigation Ltd.","TRMB","20180214","11","810899.63",".36","10799.64","YES","","3"
"Trustmark Corporation","TRMK","20180123","3","280624.34",".48","2287.65","YES","0","2"
"Trinity Industries, Inc.","TRN","20180215","6","991652.19",".42","5638.78","YES","-4.76","2"
"Terreno Realty Corporation","TRNO","20180214","7","320850.91",".29","1861.86","YES","","3"
"T. Rowe Price Group, Inc.","TROW","20180130","5","1226696.5","1.47","27950.46","YES",".7","1"
"TransCanada Corporation","TRP","20180215","4","820993.06",".63","41999.64","YES","-19.05","3"
"TriMas Corporation","TRS","20180227","6","120374.45",".32","1266.47","YES","","3"
"Triton International Limited","TRTN","20180313","4","420538.34",".81","3376.75","YES","","3"
"TPG RE Finance Trust, Inc.","TRTX","20180205","3","42039.85",".39","1124.99","YES","","3"
"TransUnion","TRU","20180213","9","890775",".49","10405.24","YES","","3"
"TrueCar, Inc.","TRUE","20180215","5","1554773.63",".01","1173.85","YES","","3"
"Trupanion, Inc.","TRUP","20180213","3","184146.05","-.03","1032.78","YES","","2"
"The Travelers Companies, Inc.","TRV","20180123","9","1194932.63","1.69","36875.06","YES","-12.43","1"
"Trivago N.V. ADS","TRVG","20180223","4","1021092.38","-.03","2837.21","YES","","4"
"Trevena, Inc.","TRVN","20180314","4","1188190","-.26","109.03","YES","0","2"
"Tenaris S.A.","TS","20180228","4","1504282.25",".19","20387.86","YES","","3"
"TriState Capital Holdings, Inc.","TSC","20180124","4","82669.95",".32","689.02","NO","-6.06","1"
"Tractor Supply Company","TSCO","20180131","12","1608317.25",".87","9996.15","YES","3.45","2"
"Trinseo S.A.","TSE","20180228","4","239402.2","1.66","3433.03","YES","1.2","3"
"Tesla Inc.","TSLA","20180228","7","5117183.5","-2.9","56507.49","YES","","3"
"TPG Specialty Lending, Inc.","TSLX","20180228","6","147172.84",".44","1208.11","YES","","3"
"Tyson Foods, Inc.","TSN","20180208","3","1764077.38","1.52","29380.67","YES","","3"
"Townsquare Media, Inc.","TSQ","20180312","4","70471.1",".13","145.97","YES","","5"
"TESARO, Inc.","TSRO","20180227","13","871866.5","-2.4","3784.44","YES","-3.75","4"
"Total System Services, Inc.","TSS","20180123","11","1122124.25",".78","15075.37","YES","","3"
"Toro Company (The)","TTC","20180222","4","436017.06",".29","7141.41","YES","2.33","3"
"The Trade Desk Inc.","TTD","20180215","3","649451.31",".45","2017.97","YES","","2"
"TeleTech Holdings, Inc.","TTEC","20180314","3","52190.85",".6","1847.71","YES","","3"
"Tetra Tech, Inc.","TTEK","20180131","5","250118.05",".52","2741.57","YES","","3"
"Tetra Technologies, Inc.","TTI","20180307","7","849281.69","-.02","508.75","YES","","3"
"TTM Technologies, Inc.","TTMI","20180214","3","688634.69",".51","1770.56","YES","","4"
"T2 Biosystems, Inc.","TTOO","20180215","3","347382.06","-.42","186.29","YES","","3"
"Tetraphase Pharmaceuticals, Inc.","TTPH","20180314","4","466599.56","-.64","334.71","YES","","3"
"Tile Shop Hldgs, Inc.","TTS","20180213","4","786306.88",".05","534.62","YES","","3"
"Take-Two Interactive Software, Inc.","TTWO","20180207","10","1445797.75",".98","13378.42","YES","","3"
"TELUS Corporation","TU","20180208","4","311455.91",".44","22425.63","YES","","3"
"Tupperware Brands Corporation","TUP","20180131","4","343545.09","1.5","3302.57","YES","0","3"
"MAMMOOTH ENERGY","TUSK","20180228","3","73752.1",".3","1044.02","NO","","3"
"Travelport Worldwide Limited","TVPT","20180220","3","1196271.88",".23","1716.83","YES","","3"
"Healthways, Inc.","TVTY","20180222","6","383558.5",".32","1477.71","YES","","3"
"Twilio Inc.","TWLO","20180213","8","1290462.13","-.06","2433.64","YES","","3"
"HOSTESS BRANDS","TWNK","20180214","4","824393.06",".15","1930.95","YES","0","3"
"Two Harbors Investments Corp","TWO","20180205","3","2034016.38",".47","2739.48","YES","","3"
"2U, Inc.","TWOU","20180222","5","301559.44",".13","3620.03","YES","","2"
"Twitter, Inc.","TWTR","20180208","14","16100472",".14","18874.4","YES","","2"
"Time Warner Inc.","TWX","20180214","8","4571891","1.45","71669.49","YES","","3"
"TherapeuticsMD, Inc.","TXMD","20180222","6","2219678.75","-.09","1330.86","YES","","4"
"Texas Instruments Incorporated","TXN","20180123","13","4117048","1.09","111092.44","YES","","3"
"Texas Roadhouse, Inc.","TXRH","20180220","10","760835.75",".36","4141.21","YES","","3"
"Textron Inc.","TXT","20180131","7","1088335.5",".74","15844.71","YES","-17.57","3"
"Tyler Technologies, Inc.","TYL","20180214","4","142519.45","1.04","7060.91","YES","","3"
"Under Armour, Inc.","UAA","20180130","18","5964456",".01","6678.46","YES","0","3"
"United Continental Holdings, Inc.","UAL","20180123","9","3705007.25","1.3","23226.16","YES","0","3"
"Urstadt Biddle Properties Inc.","UBA","20180309","3","108367.3",".3","793","YES","0","5"
"Ubiquiti Networks, Inc.","UBNT","20180208","3","248318.5",".83","5733.84","YES","","3"
"United Community Banks, Inc.","UCBI","20180123","3","476898.84",".41","2265.28","YES","","2"
"Ultra Clean Holdings, Inc.","UCTT","20180228","4","1257733",".6","780.82","YES","","2"
"United Dominion Realty Trust, Inc.","UDR","20180206","9","1318676.75",".48","9558.89","YES","0","4"
"Universal Electronics Inc.","UEIC","20180215","3","82239.65",".6","694.56","YES","","3"
"Unique Fabricating, Inc.","UFAB","20180308","3","29713.15",".1","78.55","NO","","4"
"Domtar Corporation","UFS","20180208","4","444455.59",".69","3155.39","YES","26.09","2"
"Universal Health Services, Inc.","UHS","20180227","8","765808.25","1.84","11071.13","YES","","4"
"Ulta Beauty Inc.","ULTA","20180308","15","994276.13","1.66","14474.62","YES","0","3"
"The Ultimate Software Group, Inc.","ULTI","20180206","14","195532.34",".87","6760.34","YES","","3"
"UMB Financial Corporation","UMBF","20180123","3","192024.59",".89","3793.88","YES","-7.87","2"
"UMH Properties, Inc.","UMH","20180314","3","192037.34",".2","488.28","YES","","3"
"Umpqua Holdings Corporation","UMPQ","20180123","7","1484924",".3","4933.2","YES","16.67","2"
"Unifirst Corporation","UNF","20180404","6","70109.25","1.41","3472.46","YES","0","2"
"United Natural Foods, Inc.","UNFI","20180314","9","761643.81",".6","2390.02","YES","11.11","2"
"UnitedHealth Group Incorporated","UNH","20180116","10","2399284","2.5","221567.7","YES","","3"
"Communications Sales & Leasing,Inc.","UNIT","20180301","4","2066789.38",".47","2874.08","YES","","5"
"Unum Group","UNM","20180131","7","1305490.75","1.07","13146.95","YES",".93","1"
"Union Pacific Corporation","UNP","20180125","9","4539918.5","1.54","111124.65","YES","-.65","2"
"Unit Corporation","UNT","20180222","4","481408.06",".18","1340.51","YES","-27.78","3"
"Univar Inc.","UNVR","20180228","3","798917.38",".29","4461.7","YES","","2"
"Upland Software, Inc.","UPLD","20180322","5","193576.66",".26","478.47","NO","","2"
"United Parcel Service, Inc.","UPS","20180201","11","2942050.75","1.66","115549.37","YES","-1.81","3"
"Urban Outfitters, Inc.","URBN","20180306","14","2486995",".33","3749.71","YES","0","2"
"UROGEN PHARMA","URGN","20180504","4","83413.3","-.68","581.94","NO","","3"
"United Rentals, Inc.","URI","20180124","7","954295.31","3.28","15298.77","YES","0","3"
"USA Compression Partners, LP","USAC","20180212","3","89711.25",".11","1082.2","YES","","3"
"USA Technologies, Inc.","USAT","20180214","4","519965.56",".01","504.03","YES","","3"
"U.S. Bancorp","USB","20180117","11","5143990",".87","94557.8","YES","1.15","3"
"U S Concrete, Inc.","USCR","20180227","3","282686.81",".9","1360.22","YES","-4.82","3"
"US Foods Holding Corp.","USFD","20180215","4","2360786",".42","7291.29","YES","","3"
"USG Corporation","USG","20180207","8","1033392.69",".4","5592.51","YES","","2"
"United States Cellular Corporation","USM","20180223","3","108456.75","-.08","3145.85","YES","","3"
"United Therapeutics Corporation","UTHR","20180228","5","375017","3.99","6104.42","YES","","2"
"United Technologies Corporation","UTX","20180124","9","3121411.75","1.56","109068.7","YES","","3"
"Visa Inc.","V","20180201","16","6691676.5",".97","248783.38","YES","0","3"
"Marriot Vacations Worldwide Corporation","VAC","20180222","4","161351.25","1.15","3624.52","YES","","3"
"VALE S.A.","VALE","20180222","4","17468732",".23","70594.83","YES","","3"
"Varian Medical Systems, Inc.","VAR","20180124","4","504606.16",".98","9939.53","YES","1.02","5"
"Visteon Corporation","VC","20180222","8","177395.7","1.71","4292.6","YES","6.43","3"
"Vocera Communications, Inc.","VCRA","20180208","8","148216.2",".14","832.68","YES","-700","3"
"Veracyte, Inc.","VCYT","20180307","4","167430.45","-.2","225.69","YES","","3"
"Veeco Instruments Inc.","VECO","20180215","4","674210.94",".09","775.25","YES","","4"
"Veeva Systems Inc.","VEEV","20180227","8","791899.13",".22","8250.19","YES","","3"
"VEREIT Inc.","VER","20180222","4","8421156",".17","7228.77","YES","","4"
"Veritone, Inc.","VERI","20180205","3","487470.81","-.65","371.67","NO","0","4"
"V.F. Corporation","VFC","20180216","11","1848074.63","1.01","30742.59","YES","","3"
"Vonage Holdings Corp.","VG","20180213","6","1470942.38",".09","2506.23","YES","","3"
"Viacom Inc.","VIAB","20180208","9","4511201.5",".97","13580.2","YES","0","3"
"Viavi Solutions Inc.","VIAV","20180130","5","1877327.63",".07","2055.89","YES","","3"
"Viveve Medical, Inc.","VIVE","20180215","4","119614.1","-.46","94.99","YES","-2.17",""
"Meridian Bioscience Inc.","VIVO","20180124","3","249124.5",".14","647.31","YES","","2"
"Viking Therapeutics, Inc.","VKTX","20180320","3","666919.06","-.19","169.77","NO","",""
"Valero Energy Corporation","VLO","20180201","8","2668277.25","1.22","42335.96","YES","-12.3","3"
"Valero Energy Partners LP","VLP","20180202","6","98735.6",".75","3299.54","YES","1.33","3"
"Valley National Bancorp","VLY","20180125","4","2300194",".17","3222.67","YES","","2"
"Vulcan Materials Company","VMC","20180206","5","1148425",".74","17722.22","YES","","4"
"Valmont Industries, Inc.","VMI","20180220","5","89194.1","1.68","3855.79","YES","","3"
"Vmware, Inc.","VMW","","13","1308492.13","1.27","53427.88","YES","","3"
"Vanda Pharmaceuticals Inc.","VNDA","20180221","3","505919.5","-.12","651.46","YES","","4"
"Vornado Realty Trust","VNO","20180212","10","837069.88",".96","13656.03","YES","-1.04","3"
"Viper Energy Partners LP","VNOM","20180213","5","364027.59",".28","2725.2","YES","-10.71","3"
"Venator Materials PLC","VNTR","20180126","4","783724.69",".68","2541.23","YES","","3"
"Vantiv, Inc.","VNTV","20180207","17","2752917.5",".95","13794.02","YES","6.67","5"
"Voya Financial, Inc.","VOYA","20180214","9","2104864.75",".93","9735.1","YES","-27.96","5"
"Validus Holdings, Ltd.","VR","20180201","3","586265.88",".8","3703.72","YES","5","3"
"Vera Bradley, Inc.","VRA","20180314","5","402097.19",".14","395.28","YES","","3"
"Verona Pharma PLC American Depositary Share","VRNA","","4","7597.95","-.83","164.15","NO","-50.6","3"
"Varonis Systems, Inc.","VRNS","20180212","5","211499.8",".29","1449.02","YES","","3"
"Verint Systems Inc.","VRNT","20180327","4","303170.91",".57","2745.77","YES","","2"
"Verisk Analytics, Inc.","VRSK","20180220","9","704608",".77","16057.47","YES","","3"
"VeriSign, Inc.","VRSN","20180208","3","682968.88",".97","11198.54","YES","","3"
"Virtus Investment Partners, Inc.","VRTS","20180124","3","62181.3","2.39","940.56","NO","0","2"
"Virtusa Corporation","VRTU","20180208","6","172415.16",".45","1344.04","YES","","2"
"Veritiv Corporation","VRTV","20180313","4","80189.6",".78","462.37","YES","","5"
"Vertex Pharmaceuticals Incorporated","VRTX","20180131","11","1302321.5",".57","39940.97","YES","-3.57","1"
"Valeant Pharmaceuticals International, Inc.","VRX","20180227","6","14371770",".97","8310.43","YES","8.25","5"
"Vishay Intertechnology, Inc.","VSH","20180206","3","1048303.69",".37","3219.37","YES","","3"
"Vitamin Shoppe, Inc","VSI","20180307","4","657278.88","-.24","117.49","YES","","4"
"Versum Materials Inc.","VSM","20180212","6","435630.84",".5","4244.92","YES","","3"
"Verastem, Inc.","VSTM","20180322","4","1065941.75","-.43","147.52","YES","6.98","3"
"Vista Outdoor Inc.","VSTO","20180208","5","645381.13",".05","866.17","YES","","4"
"Vertex Energy, Inc","VTNR","20180314","3","69448.35","-.06","34.29","YES","","3"
"Ventas, Inc.","VTR","20180209","9","1887627","1.03","19528.47","YES","-.97","4"
"Valvoline Inc.","VVV","","6","1279065.13",".28","5033.79","YES","","3"
"Voyager Therapeutics, Inc.","VYGR","20180321","7","345199.16","-.73","578.05","YES","1.37","3"
"Verizon Communications Inc.","VZ","20180123","18","12298914",".88","211559.81","YES","0","3"
"Wayfair Inc.","W","20180222","12","1401811.75","-.51","7516.49","YES","0","3"
"Westinghouse Air Brake Technologies Corporation","WAB","20180220","9","510039.06",".95","8179.11","YES","1.05","3"
"Washington Federal, Inc.","WAFD","20180116","3","390396.16",".51","3094.1","YES","","1"
"WageWorks, Inc.","WAGE","20180222","4","265831.16",".42","2427.77","YES","","3"
"Western Alliance Bancorporation","WAL","20180125","6","450017.81",".82","6247.12","YES","2.44","2"
"Waters Corporation","WAT","20180123","11","306138.41","2.44","16682.05","YES",".82","3"
"Walgreens Boots Alliance, Inc.","WBA","20180404","11","5289697","1.27","75360.19","YES","1.31","3"
"Wabco Holdings Inc.","WBC","20180216","8","234861.09","1.79","8316.51","YES",".56","2"
"Webster Financial Corporation","WBS","20180123","8","575054.88",".67","5904.38","YES","1.49","2"
"Manitowoc Food Service, Inc.","WBT","20180221","5","634752.38",".25","3225.39","YES","","3"
"WESCO International, Inc.","WCC","20180201","8","342227.34",".98","3163.23","YES","0","3"
"WellCare Health Plans, Inc.","WCG","20180206","9","310456.5",".21","9415.07","YES","","3"
"Waste Connections, Inc.","WCN","20180214","7","742189.25",".49","18694.78","YES","4.08","3"
"Workday, Inc.","WDAY","20180226","38","1628917.25",".15","23709","YES","0","3"
"Western Digital Corporation","WDC","20180125","7","3544933.5","3.77","24585.81","YES","1.16","1"
"Waddell & Reed Financial, Inc.","WDR","20180130","4","788243.88",".43","1924.2","YES","0","2"
"Web.com Group, Inc.","WEB","20180208","4","225169.2",".75","1169.78","YES","","3"
"WEC Energy Group, Inc.","WEC","20180131","3","1499076.13",".66","20080.1","YES","","2"
"Wendy's Company (The)","WEN","20180215","7","3807192",".12","4177.9","YES","-8.33","3"
"Werner Enterprises, Inc.","WERN","20180129","9","573107.25",".38","2886.25","YES","0","1"
"Western Gas Partners, LP","WES","20180228","7","514554.34",".47","8219.14","YES","6.38","3"
"WisdomTree Investments, Inc.","WETF","20180202","8","1060596.13",".07","1811.35","YES","-14.29","3"
"WEX Inc.","WEX","20180221","9","305214.75","1.44","6213.37","YES","","3"
"Wells Fargo & Company","WFC","20180112","8","14963214","1.04","308012.53","YES","2.8","3"
"Weatherford International PLC","WFT","20180202","12","22102818","-.2","4218.24","YES","-15","3"
"WGL Holdings Inc","WGL","20180214","3","211287.3","1.26","4385.03","YES","","3"
"Winnebago Industries, Inc.","WGO","20180328","5","563515.38",".5","1766.4","YES","1.64","2"
"Whirlpool Corporation","WHR","20180125","4","648514.88","4.01","12414.33","YES","-1.5","4"
"Boingo Wireless, Inc.","WIFI","20180306","5","268833.91","-.12","910.54","YES","","4"
"Windstream Holdings, Inc.","WIN","20180307","7","2498477.25","-.39","336.55","YES","23.08","4"
"Wingstop Inc.","WING","20180301","8","543075.94",".16","1311.6","YES","0","3"
"Wix.com Ltd.","WIX","20180221","10","455037",".16","2813.79","YES","0","3"
"Workiva Inc.","WK","20180222","6","108166.15","-.22","914.03","YES","","3"
"Westlake Chemical Corporation","WLK","20180220","7","598051.56","1.66","14710.45","YES","4.82","3"
"Whiting Petroleum Corporation","WLL","20180220","13","4044435.5","-.36","2700.99","YES","5.56","3"
"Willis Towers Watson Public Limited Company","WLTW","20180208","12","596925","2.11","20526.78","YES","","3"
"Waste Management, Inc.","WM","20180215","6","1456721.88",".83","38328.25","YES","","3"
"Williams Companies, Inc. (The)","WMB","20180221","4","4910198",".2","27456.27","YES","0","3"
"Wright Medical Group N.V.","WMGI","20180220","15","796365.31",".04","2540.48","YES","-25","4"
"Wal-Mart Stores, Inc.","WMT","20180220","15","7491721",".97","298815.5","YES","-1.47","2"
"Wabash National Corporation","WNC","20180130","3","738565.44",".34","1324.65","YES","","3"
"WNS (Holdings) Limited","WNS","20180118","9","209619.25",".5","2070.12","YES","","3"
"Worthington Industries, Inc.","WOR","20180404","3","424878.91",".67","2941.07","YES","0","2"
"W.P. Carey Inc.","WPC","20180222","4","281567.84","1.13","6943.8","YES","0","4"
"Silver Wheaton Corp","WPM","20180320","11","1884195.75",".17","9688.08","YES","","3"
"Westport Fuel Systems Inc","WPRT","20180326","4","1087769.5","-.13","484.72","YES","","3"
"WPX Energy, Inc.","WPX","20180228","10","4354044.5","-.06","6000.23","YES","-33.33","3"
"Williams Partners LP","WPZ","20180221","6","1327681.75",".44","42059.33","YES","11.36","3"
"W.R. Berkley Corporation","WRB","20180130","5","356602.91",".75","8457.45","YES","-2.67","2"
"Wildhorse Resource Development Corporation","WRD","20180307","5","697091.69",".18","2027.47","YES","-11.11","3"
"Washington Real Estate Investment Trust","WRE","20180215","7","375494.91",".44","2264.5","YES","0","3"
"Weingarten Realty Investors","WRI","20180221","8","596498.13",".61","3941.49","YES","0","3"
